code;name
S66;Traumatismo de M«ßsculo e Tend«úo ao N«vel do Punho e da M«úo
S67;Les«úo Por Esmagamento do Punho e da M«úo
S68;Amputa«ı«úo Traum«≠tica ao N«vel do Punho e da M«úo
S69;Outros Traumatismos e os N«úo Especificados do Punho e da M«úo
S70;Traumatismo Superficial do Quadril e da Coxa
S71;Ferimento do Quadril e da Coxa
S72;Fratura do F«¶mur
S73;Luxa«ı«úo, Entorse e Distens«úo da Articula«ı«úo e Dos Ligamentos do Quadril
S74;Traumatismo de Nervos ao N«vel do Quadril e da Coxa
S75;Traumatismo de Vasos Sang«¨«neos ao N«vel do Quadril e da Coxa
S76;Traumatismo de M«ßsculo e de Tend«úo ao N«vel do Quadril e da Coxa
S77;Les«úo Por Esmagamento do Quadril e da Coxa
S78;Amputa«ı«úo Traum«≠tica do Quadril e da Coxa
S79;Outros Traumatismos e os N«úo Especificados do Quadril e da Coxa
S80;Traumatismo Superficial da Perna
S81;Ferimento da Perna
S82;Fratura da Perna, Incluindo Tornozelo
S83;Luxa«ı«úo, Entorse e Distens«úo Das Articula«ı«Êes e Dos Ligamentos do Joelho
S84;Traumatismo de Nervos Perif«∏ricos da Perna
S85;Traumatismo de Vasos Sang«¨«neos da Perna
S86;Traumatismos de M«ßsculo e de Tend«úo ao N«vel da Perna
S87;Traumatismo Por Esmagamento da Perna
S88;Amputa«ı«úo Traum«≠tica da Perna
S89;Outros Traumatismos e os N«úo Especificados da Perna
S90;Traumatismo Superficial do Tornozelo e do p«∏
S91;Ferimentos do Tornozelo e do p«∏
S92;Fratura do p«∏ (exceto do Tornozelo)
S93;Luxa«ı«úo, Entorse e Distens«úo Das Articula«ı«Êes e Dos Ligamentos ao N«vel do Tornozelo e do p«∏
S94;Traumatismo Dos Nervos ao N«vel do Tornozelo e do p«∏
S95;Traumatismo de Vasos Sang«¨«neos ao N«vel do Tornozelo e do p«∏
S96;Traumatismos do M«ßsculo e Tend«úo ao N«vel do Tornozelo e do p«∏
S97;Les«úo Por Esmagamento do Tornozelo e do p«∏
S98;Amputa«ı«úo Traum«≠tica do Tornozelo e do p«∏
S99;Outros Traumatismos e os N«úo Especificados do Tornozelo e do p«∏
T00;Traumatismos Superficiais Envolvendo M«ßltiplas Regi«Êes do Corpo
T01;Ferimentos Envolvendo M«ßltiplas Regi«Êes do Corpo
T02;Fraturas Envolvendo M«ßltiplas Regi«Êes do Corpo
T03;Luxa«ı«Êes, Entorses e Distens«Êes Envolvendo Regi«Êes M«ßltiplas do Corpo
T04;Traumatismos Por Esmagamento Envolvendo M«ßltiplas Regi«Êes do Corpo
T05;Amputa«ı«Êes Traum«≠ticas Envolvendo M«ßltiplas Regi«Êes do Corpo
T06;Outros Traumatismos Envolvendo Regi«Êes M«ßltiplas do Corpo, N«úo Classificados em Outra Parte
T07;Traumatismos M«ßltiplos N«úo Especificados
T08;Fratura da Coluna, N«vel N«úo Especificado
T09;Outros Traumatismos de Coluna e Tronco, N«vel N«úo Especificado
T10;Fratura do Membro Superior, N«vel N«úo Especificado
T11;Outros Traumatismos de Membro Superior, N«vel N«úo Especificado
T12;Fratura do Membro Inferior, N«vel N«úo Especificado
T13;Outros Traumatismos de Membro Inferior, N«vel N«úo Especificado
T14;Traumatismo de Regi«úo N«úo Especificada do Corpo
T15;Corpo Estranho na Parte Externa do Olho
T16;Corpo Estranho no Ouvido
T17;Corpo Estranho no Trato Respirat«¸rio
T18;Corpo Estranho no Aparelho Digestivo
T19;Corpo Estranho no Trato Geniturin«≠rio
T20;Queimadura e Corros«úo da Cabe«ıa e Pesco«ıo
T21;Queimadura e Corros«úo do Tronco
T22;Queimadura e Corros«úo do Ombro e Membro Superior, Exceto Punho e M«úo
T23;Queimadura e Corros«úo do Punho e da M«úo
T24;Queimadura e Corros«úo do Quadril e Membro Inferior, Exceto Tornozelo e do p«∏
T25;Queimadura e Corros«úo do Tornozelo e do p«∏
T26;Queimadura e Corros«úo Limitadas ao Olho e Seus Anexos
T27;Queimadura e Corros«úo do Trato Respirat«¸rio
T28;Queimadura e Corros«úo de Outros «?rg«úos Internos
T29;Queimaduras e Corros«Êes de M«ßltiplas Regi«Êes do Corpo
T30;Queimadura e Corros«úo, Parte N«úo Especificada do Corpo
T31;Queimaduras Classificadas Segundo a Extens«úo da Superf«cie Corporal Atingida
T32;Corros«Êes Classificadas Segundo a Extens«úo da Superf«cie Corporal Atingida
T33;Geladura Superficial
T34;Geladura Com Necrose de Tecidos
T35;Geladura de M«ßltiplas Partes do Corpo e Das N«úo Especificadas
T36;Intoxica«ı«úo Por Antibi«¸ticos Sist«¶micos
T37;Intoxica«ı«úo Por Outras Subst«Ωncias Antiinfecciosas ou Antiparasit«≠rias Sist«¶micas
T38;Intoxica«ı«úo Por Horm«Ônios, Seus Substitutos Sint«∏ticos e Seus Antagonistas N«úo Classificados em Outra Parte
T39;Intoxica«ı«úo Por Analg«∏sicos, Antipir«∏ticos e Anti-reum«≠ticos N«úo-opi«≠ceos
T40;Intoxica«ı«úo Por Narc«¸ticos e Psicodisl«∏pticos (alucin«¸genos)
T41;Intoxica«ı«úo Por Anest«∏sicos e Gases Terap«¶uticos
T42;Intoxica«ı«úo Por Antiepil«∏pticos, Sedativos-hipn«¸ticos e Antiparkinsonianos
T43;Intoxica«ı«úo Por Drogas Psicotr«¸picas N«úo Classificadas em Outra Parte
T44;Intoxica«ı«úo Por Drogas Que Afetam Principalmente o Sistema Nervoso Aut«Ônomo
T45;Intoxica«ı«úo Por Subst«Ωncias de A«ı«úo Essencialmente Sist«¶mica e Subst«Ωncias Hematol«¸gicas, N«úo Classificadas em Outra Parte
T46;Intoxica«ı«úo Por Subst«Ωncias Que Atuam Primariamente Sobre o Aparelho Circulat«¸rio
T47;Intoxica«ı«úo Por Subst«Ωncias Que Atuam Primariamente Sobre o Aparelho Gastrointestinal
T48;Intoxica«ı«úo Por Subst«Ωncias Que Atuam Primariamente Sobre os M«ßsculos Lisos e Esquel«∏ticos e Sobre o Aparelho Respirat«¸rio
T49;Intoxica«ı«úo Por Subst«Ωncias de Uso T«¸pico Que Atuam Primariamente Sobre a Pele e as Mucosas e Por Medicamentos Utilizados em Oftalmologia, Otorrinolaringologia e Odontologia
T50;Intoxica«ı«úo Por Diur«∏ticos e Outras Drogas, Medicamentos e Subst«Ωncias Biol«¸gicas e as N«úo Especificadas
T51;Efeito T«¸xico do «Ålcool
T52;Efeito T«¸xico de Solventes Org«Ωnicos
T53;Efeito T«¸xico de Derivados Halog«¶nicos de Hidrocarbonetos Alif«≠ticos e Arom«≠ticos
T54;Efeito T«¸xico de Corrosivos
T55;Efeito T«¸xico de Sab«Êes e Detergentes
T56;Efeito T«¸xico de Metais
T57;Efeito T«¸xico de Outras Subst«Ωncias Inorg«Ωnicas
T58;Efeito T«¸xico do Mon«¸xido de Carbono
T59;Efeito T«¸xico de Outros Gases, Fuma«ıas e Vapores
T60;Efeito T«¸xico de Pesticidas
T61;Efeito T«¸xico de Subst«Ωncias Nocivas Consumidas Como Fruto do Mar
T62;Efeito T«¸xico de Outras Subst«Ωncias Nocivas Ingeridas Como Alimento
T63;Efeito T«¸xico de Contato Com Animais Venenosos
T64;Efeito T«¸xico da Aflatoxina e de Outras Micotoxinas Contaminantes de Alimentos
T65;Efeito T«¸xico de Outras Subst«Ωncias e as N«úo Especificadas
T66;Efeitos N«úo Especificados de Radia«ı«úo
T67;Efeitos do Calor e da Luz
T68;Hipotermia
T69;Outros Efeitos da Temperatura Reduzida
T70;Efeitos da Press«úo Atmosf«∏rica e da Press«úo da «Ågua
T71;Asfixia
T73;Efeitos de Outras Priva«ı«Êes
T74;S«ndromes de Maus Tratos
T75;Efeitos de Outras Causas Externas
T78;Efeitos Adversos N«úo Classificados em Outra Parte
T79;Algumas Complica«ı«Êes Precoces Dos Traumatismos N«úo Classificadas em Outra Parte
T80;Complica«ı«Êes Conseq«¨entes «ˇ Infus«úo, Transfus«úo ou Inje«ı«úo Terap«¶utica
T81;Complica«ı«Êes de Procedimentos N«úo Classificadas em Outra Parte
T82;Complica«ı«Êes de Dispositivos Prot«∏ticos, Implantes e Enxertos Card«acos e Vasculares
T83;Complica«ı«Êes de Dispositivos Prot«∏ticos, Implantes e Enxertos Geniturin«≠rios Internos
T84;Complica«ı«Êes de Dispositivos Prot«∏ticos, Implantes e Enxertos Ortop«∏dicos Internos
T85;Complica«ı«Êes de Outros Dispositivos Prot«∏ticos, Implantes e Enxertos Internos
T86;Falha e Rejei«ı«úo de «?rg«úos e Tecidos Transplantados
T87;Complica«ı«Êes Pr«¸prias de Reimplante e Amputa«ı«úo
T88;Outras Complica«ı«Êes de Cuidados M«∏dicos e Cir«ßrgicos N«úo Classificadas em Outra Parte
T90;Seq«¨elas de Traumatismo da Cabe«ıa
T91;Seq«¨elas de Traumatismos do Pesco«ıo e do Tronco
T92;Seq«¨elas de Traumatismos do Membro Superior
T93;Seq«¨elas de Traumatismos do Membro Inferior
T94;Seq«¨elas de Traumatismos Envolvendo M«ßltiplas Regi«Êes do Corpo e as N«úo Especificadas
T95;Seq«¨elas de Queimaduras, Corros«Êes e Geladuras
T96;Seq«¨elas de Intoxica«ı«úo Por Drogas, Medicamentos e Subst«Ωncias Biol«¸gicas
T97;Seq«¨elas de Efeitos T«¸xicos de Subst«Ωncias de Origem Predominantemente N«úo-medicinal
T98;Seq«¨elas de Outros Efeitos de Causas Externas e Dos N«úo Especificados
U04;S«ndrome Respirat«¸ria Aguda Grave (severe Acute Respiratory Syndrome SARS)
U80;Agente Resistente «ˇ Penicilina e Antibi«¸ticos Relacionados
U81;Agente Resistente «ˇ Vancomicina e Antibi«¸ticos Relacionados
U88;Agente Resistente a M«ßltiplos Antibi«¸ticos
U89;Agente Resistente a Outros Antibi«¸ticos e a Antibi«¸ticos N«úo Especificados
V01;Pedestre Traumatizado em Colis«úo Com um Ve«culo a Pedal
V02;Pedestre Traumatizado em Colis«úo Com um Ve«culo a Motor de Duas ou Tr«¶s Rodas
V03;"Pedestre Traumatizado em Colis«úo Com um Autom«¸vel (carro), ""pick Up"" ou Caminhonete"
V04;Pedestre Traumatizado em Colis«úo Com um Ve«culo de Transporte Pesado ou Com um «?nibus
V05;Pedestre Traumatizado em Colis«úo Com Trem (comboio) ou um Ve«culo Ferrovi«≠rio
V06;Pedestre Traumatizado em Colis«úo Com Outro Ve«culo N«úo-motorizado
V09;Pedestre Traumatizado em Outros Acidentes de Transporte e em Acidentes de Transporte N«úo Especificados
V10;Ciclista Traumatizado em Colis«úo Com um Pedestre ou um Animal
V11;Ciclista Traumatizado em Colis«úo Com Outro Ve«culo a Pedal
V12;Ciclista Traumatizado em Colis«úo Com um Ve«culo a Motor de Duas ou Tr«¶s Rodas
V13;"Ciclista Traumatizado em Colis«úo Com um Autom«¸vel, ""pick Up"" ou Caminhonete"
V14;Ciclista Traumatizado em Colis«úo Com um Ve«culo de Transporte Pesado ou um «?nibus
V15;Ciclista Traumatizado em Colis«úo Com um Trem ou um Ve«culo Ferrovi«≠rio
V16;Ciclista Traumatizado em Colis«úo Com Outro Ve«culo N«úo-motorizado
V17;Ciclista Traumatizado em Colis«úo Com um Objeto Fixo ou Parado
V18;Ciclista Traumatizado em um Acidente de Transporte Sem Colis«úo
V19;Ciclista Traumatizado em Outros Acidentes de Transporte e em Acidentes de Transporte N«úo Especificados
V20;Motociclista Traumatizado em Colis«úo Com um Pedestre ou um Animal
V21;Motociclista Traumatizado em Colis«úo Com um Ve«culo a Pedal
V22;Motociclista Traumatizado em Colis«úo Com um Ve«culo a Motor de Duas ou Tr«¶s Rodas
V23;"Motociclista Traumatizado em Colis«úo Com um Autom«¸vel (carro), ""pick Up"" ou Caminhonete"
V24;Motociclista Traumatizado em Colis«úo Com um Ve«culo de Transporte Pesado ou um «?nibus
V25;Motociclista Traumatizado em Colis«úo Com um Trem ou um Ve«culo Ferrovi«≠rio
V26;Motociclista Traumatizado em Colis«úo Com Outro Ve«culo N«úo-motorizado
V27;Motociclista Traumatizado em Colis«úo Com um Objeto Fixo ou Parado
V28;Motociclista Traumatizado em um Acidente de Transporte Sem Colis«úo
V29;Motociclista Traumatizado em Outros Acidentes de Transporte e em Acidentes de Transporte N«úo Especificados
V30;Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com um Pedestre ou um Animal
V31;Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com um Ve«culo a Pedal
V32;Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com Outro Ve«culo a Motor de Duas ou Tr«¶s Rodas
V33;"Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com um Autom«¸vel, ""pick Up"" ou Caminhonete"
V34;Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com um Ve«culo de Transporte Pesado ou um «?nibus
V35;Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com um Trem (comboio) ou um Ve«culo Ferrovi«≠rio
V36;Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com Outro Ve«culo N«úo-motorizado
V37;Ocupante de um Triciclo Motorizado Traumatizado em Colis«úo Com um Objeto Fixo ou Parado
V38;Ocupante de um Triciclo Motorizado Traumatizado em um Acidente de Transporte Sem Colis«úo
V39;Ocupante de um Triciclo Motorizado Traumatizado em Outros Acidentes de Transporte e em Acidentes de Transporte N«úo Especificados
V40;Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com um Pedestre ou um Animal
V41;Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com um Ve«culo a Pedal
V42;Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com Outro Ve«culo a Motor de Duas ou Tr«¶s Rodas
V43;"Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com um Autom«¸vel (carro), ""pick Up"" ou Caminhonete"
V44;Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com um Ve«culo de Transporte Pesado ou um «?nibus
V45;Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com um Trem (comboio) ou um Ve«culo Ferrovi«≠rio
V46;Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com Outro Ve«culo N«úo-motorizado
V47;Ocupante de um Autom«¸vel (carro) Traumatizado em Colis«úo Com um Objeto Fixo ou Parado
V48;Ocupante de um Autom«¸vel (carro) Traumatizado em um Acidente de Transporte Sem Colis«úo
V49;Ocupante de um Autom«¸vel (carro) Traumatizado em Outro Acidentes de Transporte e em Acidentes de Transporte N«úo Especificados
V50;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com um Pedestre ou um Animal
V51;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com um Ve«culo a Pedal
V52;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com Ve«culo a Motor de Duas ou Tr«¶s Rodas
V53;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com um Autom«¸vel (carro) ou Uma Caminhonete
V54;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com um Ve«culo de Transporte Pesado ou um «?nibus
V55;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com um Trem (comboio) ou Ve«culo Ferrovi«≠rio
V56;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com Outro Ve«culo N«úo-motorizado
V57;Ocupante de Uma Caminhonete Traumatizado em Colis«úo Com um Objeto Fixo ou Parado
V58;Ocupante de Uma Caminhonete Traumatizado em um Acidente de Transporte Sem Colis«úo
V59;Ocupante de Uma Caminhonete Traumatizado em Outros Acidentes de Transporte e em Acidentes de Transporte N«úo Especificados
V60;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Pedestre ou um Animal
V61;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Ve«culo a Pedal
V62;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Ve«culo a Motor de Duas ou Tr«¶s Rodas
V63;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Autom«¸vel (carro) ou Uma Caminhonete
V64;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Outro Ve«culo de Transporte Pesado ou um «?nibus
V65;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Trem (comboio) ou um Ve«culo Ferrovi«≠rio
V66;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Outro Ve«culo N«úo-motorizado
V67;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Colis«úo Com um Objeto Fixo ou Parado
V68;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colis«úo
V69;Ocupante de um Ve«culo de Transporte Pesado Traumatizado em Outros Acidentes de Transporte N«úo Especificados
V70;Ocupante de um «?nibus Traumatizado em Colis«úo Com um Pedestre ou um Animal
V71;Ocupante de um «?nibus Traumatizado em Colis«úo Com um Ve«culo a Pedal
V72;Ocupante de um «?nibus Traumatizado em Colis«úo Com um Outro Ve«culo a Motor de Duas ou Tr«¶s Rodas
V73;Ocupante de um «?nibus Traumatizado em Colis«úo Com um Autom«¸vel (carro) ou Uma Caminhonete
V74;Ocupante de um «?nibus Traumatizado em Colis«úo Com um Ve«culo de Transporte Pesado ou um «?nibus
V75;Ocupante de um «?nibus Traumatizado em Colis«úo Com um Trem (comboio) ou um Ve«culo Ferrovi«≠rio
V76;Ocupante de um «?nibus Traumatizado em Colis«úo Com Outro Ve«culo N«úo-motorizado
V77;Ocupante de um «?nibus Traumatizado em Colis«úo Com um Objeto Fixo ou Parado
V78;Ocupante de um «?nibus Traumatizado em um Acidente de Transporte Sem Colis«úo
V79;Ocupante de um «?nibus Traumatizado em Outros Acidentes de Transporte e em Acidentes de Transporte N«úo Especificados
V80;Pessoa Montada em Animal ou Ocupante de um Ve«culo a Tra«ı«úo Animal Traumatizado em um Acidente de Transporte
V81;Ocupante de um Trem (comboio) ou um Ve«culo Ferrovi«≠rio Traumatizado em um Acidente de Transporte
V82;Ocupante de um Bonde (carro El«∏trico) Traumatizado em um Acidente de Transporte
V83;Ocupante de um Ve«culo Especial a Motor Usado Principalmente em «Åreas Industriais Traumatizado em um Acidente de Transporte
V84;Ocupante de um Ve«culo Especial a Motor de Uso Essencialmente Agr«cola Traumatizado em um Acidente de Transporte
V85;Ocupante de um Ve«culo a Motor Especial de Constru«ı«Êes Traumatizado em um Acidente de Transporte
V86;Ocupante de um Ve«culo Especial Para Qualquer Terreno ou de Outro Ve«culo a Motor Projetado Essencialmente Para Uso N«úo em Via P«ßblica, Traumatizado em um Acidente de Transporte
V87;Acidente de Tr«Ωnsito de Tipo Especificado, Mas Sendo Desconhecido o Modo de Transporte da V«tima
V88;Acidente N«úo-de-tr«Ωnsito de Tipo Especificado, Mas Sendo Desconhecido o Modo de Transporte da V«tima
V89;Acidente Com um Ve«culo a Motor ou N«úo-motorizado, Tipo(s) de Ve«culo(s) N«úo Especificado(s)
V90;Acidente Com Embarca«ı«úo Causando Afogamento e Submers«úo
V91;Acidente Com Embarca«ı«úo Causando Outro Tipo de Traumatismo
V92;Afogamento e Submers«úo Relacionados Com Transporte Por «Ågua Sem Acidente Com a Embarca«ı«úo
V93;Acidente a Bordo de Uma Embarca«ı«úo, Sem Acidente da Embarca«ı«úo e N«úo Causando Afogamento ou Submers«úo
V94;Outros Acidentes de Transporte Por «Ågua e os N«úo Especificados
V95;Acidente de Aeronave a Motor Causando Traumatismo ao Ocupante
V96;Acidente de Uma Aeronave Sem Motor Causando Traumatismo a Ocupante
V97;Outros Acidentes Especificados de Transporte A«∏reo
V98;Outros Acidentes de Transporte Especificados
V99;Acidente de Transporte N«úo Especificado
W00;Queda no Mesmo N«vel Envolvendo Gelo e Neve
W01;Queda no Mesmo N«vel Por Escorreg«úo, Trope«ı«úo ou Passos em Falsos (trasp«∏s)
W02;Queda Envolvendo Patins de Rodas ou Para Gelo, Esqui ou Pranchas de Rodas
W03;Outras Quedas no Mesmo N«vel Por Colis«úo Com ou Empurr«úo Por Outra Pessoa
W04;Queda, Enquanto Estava Sendo Carregado ou Apoiado Por Outra(s) Pessoa(s)
W05;Queda Envolvendo Uma Cadeira de Rodas
W06;Queda de um Leito
W07;Queda de Uma Cadeira
W08;Queda de Outro Tipo de Mob«lia
W09;"Queda Envolvendo Equipamento de ""playground"""
W10;Queda em ou de Escadas ou Degraus
W11;Queda em ou de Escadas de M«úo
W12;Queda em ou de um Andaime
W13;Queda de ou Para Fora de Edif«cios ou Outras Estruturas
W14;Queda de «Årvore
W15;Queda de Penhasco
W16;Mergulho ou Pulo na «Ågua Causando Outro Traumatismo Que N«úo Afogamento ou Submers«úo
W17;Outras Quedas de um N«vel a Outro
W18;Outras Quedas no Mesmo N«vel
W19;Queda Sem Especifica«ı«úo
W20;Impacto Causado Por Objeto Lan«ıado, Projetado ou em Queda
W21;Impacto Acidental Ativo ou Passivo Causado Por Equipamento Esportivo
W22;Impacto Acidental Ativo ou Passivo Causado Por Outros Objetos
W23;Apertado, Colhido, Comprimido ou Esmagado Dentro de ou Entre Objetos
W24;Contato Com Elevadores e Instrumentos de Transmiss«úo, N«úo Classificados em Outra Parte
W25;Contato Com Vidro Cortante
W26;Contato Com Faca, Espada e Punhal
W27;Contato Com Ferramentas Manuais Sem Motor
W28;Contato Com Segadeira Motorizada Para Cortar ou Aparar a Grama
W29;Contato Com Outros Utens«lios Manuais e Aparelhos Dom«∏sticos Equipados Com Motor
W30;Contato Com Maquinaria Agr«cola
W31;Contato Com Outras M«≠quinas e Com as N«úo Especificadas
W32;Proj«∏til de Rev«¸lver
W33;Rifle, Espingarda e Armas de Fogo de Maior Tamanho
W34;Proj«∏teis de Outras Armas de Fogo e Das N«úo Especificadas
W35;Explos«úo ou Ruptura de Caldeira
W36;Explos«úo ou Ruptura de Cilindro de G«≠s
W37;Explos«úo ou Ruptura de Pneum«≠tico, Tubula«ı«úo ou Mangueira, Pressurizados
W38;Explos«úo ou Ruptura de Outros Aparelhos Pressurizados Especificados
W39;Queima de Fogos de Artif«cio
W40;Explos«úo de Outros Materiais
W41;Exposi«ı«úo a um Jato de Alta Press«úo
W42;Exposi«ı«úo ao Ru«do
W43;Exposi«ı«úo «ˇ Vibra«ı«úo
W44;Penetra«ı«úo de Corpo Estranho no ou Atrav«∏s de Olho ou Orif«cio Natural
W45;Penetra«ı«úo de Corpo ou Objeto Estranho Atrav«∏s da Pele
W46;Contato Com Agulha Hipod«∏rmica
W49;Exposi«ı«úo a Outras For«ıas Mec«Ωnicas Inanimadas e «ˇs N«úo Especificadas
W50;Golpe, Pancada, Pontap«∏, Mordedura ou Escoria«ı«úo Infligidos Por Outra Pessoa
W51;Colis«úo Entre Duas Pessoas
W52;Esmagado, Empurrado ou Pisoteado Por Multid«úo ou Debandada em Massa de Pessoas
W53;Mordedura de Rato
W54;Mordedura ou Golpe Provocado Por C«úo
W55;Mordedura ou Golpe Provocado Por Outros Animais Mam«feros
W56;Contato Com Animais Marinhos
W57;Mordeduras e Picadas de Inseto e de Outros Artr«¸podes, N«úo-venenosos
W58;Mordedura ou Golpe Provocado Por Crocodilo ou Alig«≠tor
W59;Mordedura ou Esmagamento Provocado Por Outros R«∏pteis
W60;Contato Com Espinhos de Plantas ou Com Folhas Agu«ıadas
W64;Exposi«ı«úo a Outras For«ıas Mec«Ωnicas Animadas e «ˇs N«úo Especificadas
W65;Afogamento e Submers«úo Durante Banho em Banheira
W66;Afogamento e Submers«úo Consecutiva a Queda Dentro de Uma Banheira
W67;Afogamento e Submers«úo em Piscina
W68;Afogamento e Submers«úo Conseq«¨ente a Queda Dentro de Uma Piscina
W69;Afogamento e Submers«úo em «Åguas Naturais
W70;Afogamento e Submers«úo Conseq«¨entes a Queda Dentro de «Åguas Naturais
W73;Outros Afogamentos e Submers«úo Especificados
W74;Afogamento e Submers«úo N«úo Especificados
W75;Sufoca«ı«úo e Estrangulamento Acidental na Cama
W76;Outro Enforcamento e Estrangulamento Acidental
W77;Risco a Respira«ı«úo Devido a Desmoronamento, Queda de Terra e de Outras Subst«Ωncias
W78;Inala«ı«úo do Conte«ßdo G«≠strico
W79;Inala«ı«úo e Ingest«úo de Alimentos Causando Obstru«ı«úo do Trato Respirat«¸rio
W80;Inala«ı«úo e Ingest«úo de Outros Objetos Causando Obstru«ı«úo do Trato Respirat«¸rio
W81;Confinado ou Aprisionado em um Ambiente Pobre em Oxig«¶nio
W83;Outros Riscos Especificados «ˇ Respira«ı«úo
W84;Riscos N«úo Especificados «ˇ Respira«ı«úo
W85;Exposi«ı«úo a Linhas de Transmiss«úo de Corrente El«∏trica
W86;Exposi«ı«úo a Outra Corrente El«∏trica Especificada
W87;Exposi«ı«úo a Corrente El«∏trica N«úo Especificada
W88;Exposi«ı«úo a Radia«ı«úo Ionizante
W89;Exposi«ı«úo a Fontes Luminosas Artificiais Vis«veis ou «ˇ Luz Ultravioleta
W90;Exposi«ı«úo a Outros Tipos de Radia«ı«úo N«úo-ionizante
W91;Exposi«ı«úo a Tipo N«úo Especificado de Radia«ı«úo
W92;Exposi«ı«úo a um Calor Excessivo de Origem Artificial
W93;Exposi«ı«úo a um Frio Excessivo de Origem Artificial
W94;Exposi«ı«úo a Alta, Baixa e a Varia«ı«Êes da Press«úo Atmosf«∏rica
W99;Exposi«ı«úo a Outros Fatores Ambientais Artificiais e Aos N«úo Especificados
X00;Exposi«ı«úo a Fogo N«úo-controlado em um Edif«cio ou Outro Tipo de Constru«ı«úo
X01;Exposi«ı«úo a Fogo N«úo-controlado Fora de um Edif«cio ou de Outro Tipo de Constru«ı«úo
X02;Exposi«ı«úo a Fogo Controlado em um Edif«cio ou Outro Tipo de Constru«ı«úo
X03;Exposi«ı«úo a Fogo Controlado Fora de um Edif«cio ou de Outro Tipo de Constru«ı«úo
X04;Exposi«ı«úo a Combust«úo de Subst«Ωncia Muito Inflam«≠vel
X05;Exposi«ı«úo a Combust«úo de Roupa de Dormir
X06;Exposi«ı«úo a Combust«úo de Outro Tipo de Roupa ou de Acess«¸rios
X08;Exposi«ı«úo a Outro Tipo Especificado de Fuma«ıa, Fogo ou Chamas
X09;Exposi«ı«úo a Tipo N«úo Especificado de Fuma«ıa, Fogo ou Chamas
X10;Contato Com Bebidas, Alimentos, Gordura e «?leo de Cozinha Quentes
X11;Contato Com «Ågua Corrente Quente de Torneira
X12;Contato Com Outros L«quidos Quentes
X13;Contato Com Vapor D''«≠gua e Com Vapores Quentes
X14;Contato Com ar e Gases Quentes
X15;Contato Com Aparelhos Dom«∏sticos Quentes
X16;Contato Com Aquecedores, Radiadores e Tubula«ı«úo
X17;Contato Com Motores, M«≠quinas e Ferramentas Quentes
X18;Contato Com Outros Metais Quentes
X19;Contato Com Outras Fontes de Calor ou Com Subst«Ωncias Quentes N«úo Especificados
X20;Contato Com Serpentes e Lagartos Venenosos
X21;Contato Com Aranhas Venenosas
X22;Contato Com Escorpi«Êes
X23;Contato Com Abelhas, Vespas e Vesp«Êes
X24;Contato Com Centop«∏ias e Miri«≠podes Venenosas (tropicais)
X25;Contato Com Outros Artr«¸podes Venenosos
X26;Contato Com Animais e Plantas Marinhos Venenosos
X27;Contato Com Outros Animais Venenosos Especificados
X28;Contato Com Outras Plantas Venenosas Especificadas
X29;Contato Com Animais ou Plantas Venenosos, Sem Especifica«ı«úo
X30;Exposi«ı«úo a Calor Natural Excessivo
X31;Exposi«ı«úo a Frio Natural Excessivo
X32;Exposi«ı«úo «ˇ Luz Solar
X33;V«tima de Raio
X34;V«tima de Terremoto
X35;V«tima de Erup«ı«úo Vulc«Ωnica
X36;V«tima de Avalanche, Desabamento de Terra e Outros Movimentos da Superf«cie Terrestre
X37;V«tima de Tempestade Catacl«smica
